T13,Intentional homicides and other crimes,,,,,
124,Canada,2005,"Total Sexual Violence at the national level, rate per 100,000",81.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2010,"Intentional homicide rates per 100,000",1.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2010,"Percentage of male and female intentional homicide victims, Male",2.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2010,"Percentage of male and female intentional homicide victims, Female",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2010,"Assault rate per 100,000 population",162.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2010,"Kidnapping at the national level, rate per 100,000",12.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2010,"Theft at the national level, rate per 100,000 population","1,593.8",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2010,"Robbery at the national level, rate per 100,000 population",89.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2010,"Total Sexual Violence at the national level, rate per 100,000",78.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2015,"Intentional homicide rates per 100,000",1.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2015,"Percentage of male and female intentional homicide victims, Male",2.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2015,"Percentage of male and female intentional homicide victims, Female",1.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2015,"Assault rate per 100,000 population",140.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2015,"Kidnapping at the national level, rate per 100,000",10.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2015,"Theft at the national level, rate per 100,000 population","1,395.1",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2015,"Robbery at the national level, rate per 100,000 population",61.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2015,"Total Sexual Violence at the national level, rate per 100,000",76.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2017,"Intentional homicide rates per 100,000",1.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2017,"Percentage of male and female intentional homicide victims, Male",2.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2017,"Percentage of male and female intentional homicide victims, Female",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2017,"Assault rate per 100,000 population",151.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2017,"Kidnapping at the national level, rate per 100,000",10.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2017,"Theft at the national level, rate per 100,000 population","1,422.3",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2017,"Robbery at the national level, rate per 100,000 population",61.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2017,"Total Sexual Violence at the national level, rate per 100,000",74.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2020,"Intentional homicide rates per 100,000",2.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2020,"Percentage of male and female intentional homicide victims, Male",3.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2020,"Percentage of male and female intentional homicide victims, Female",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2020,"Assault rate per 100,000 population",181.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2020,"Kidnapping at the national level, rate per 100,000",9.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2020,"Theft at the national level, rate per 100,000 population","1,204.7",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
124,Canada,2020,"Total Sexual Violence at the national level, rate per 100,000",86.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
136,Cayman Islands,2005,"Intentional homicide rates per 100,000",6.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
136,Cayman Islands,2010,"Intentional homicide rates per 100,000",15.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
136,Cayman Islands,2014,"Intentional homicide rates per 100,000",8.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
830,Channel Islands,2005,"Intentional homicide rates per 100,000",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
830,Channel Islands,2010,"Intentional homicide rates per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2005,"Intentional homicide rates per 100,000",3.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2005,"Percentage of male and female intentional homicide victims, Male",6.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2005,"Percentage of male and female intentional homicide victims, Female",1.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2005,"Kidnapping at the national level, rate per 100,000",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2005,"Theft at the national level, rate per 100,000 population",959.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2005,"Robbery at the national level, rate per 100,000 population",400.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2010,"Intentional homicide rates per 100,000",3.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2010,"Percentage of male and female intentional homicide victims, Male",5.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2010,"Percentage of male and female intentional homicide victims, Female",1.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2010,"Assault rate per 100,000 population",130.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2010,"Kidnapping at the national level, rate per 100,000",1.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2010,"Theft at the national level, rate per 100,000 population","1,095.9",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2010,"Robbery at the national level, rate per 100,000 population",478.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2010,"Total Sexual Violence at the national level, rate per 100,000",76.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2015,"Intentional homicide rates per 100,000",3.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2015,"Percentage of male and female intentional homicide victims, Male",6.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2015,"Percentage of male and female intentional homicide victims, Female",0.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2015,"Assault rate per 100,000 population",68.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2015,"Kidnapping at the national level, rate per 100,000",1.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2015,"Theft at the national level, rate per 100,000 population","1,032.5",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2015,"Robbery at the national level, rate per 100,000 population",592.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2015,"Total Sexual Violence at the national level, rate per 100,000",65.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2019,"Intentional homicide rates per 100,000",4.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2019,"Percentage of male and female intentional homicide victims, Male",7.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2019,"Percentage of male and female intentional homicide victims, Female",1.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2019,"Assault rate per 100,000 population",76.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2019,"Kidnapping at the national level, rate per 100,000",2.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2019,"Theft at the national level, rate per 100,000 population",892.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2019,"Robbery at the national level, rate per 100,000 population",652.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2019,"Total Sexual Violence at the national level, rate per 100,000",92.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
152,Chile,2020,"Intentional homicide rates per 100,000",4.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2022."
